Participant,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4
5,45,50,exp,376.90000000000003,160.8,153.2,483.4,Every,temple,seemed fantastic,in Sydney.
5,46,36,exp,351,138,268.9,394.6,Every,place,in Los Angeles,seemed awesome.
5,47,97,fill,351.5,145.8,149.9,349.5,I visited,the most historical,monument,in Austria.
5,48,25,exp,295.20000000000005,170.5,451.29999999999995,314.2,Every,river,looked soothing,in the blog.
5,49,1,exp,731.1,253.7,158.70000000000002,452.6,Every,beach,looked beautiful,in the brochure.
5,50,16,exp,400.8,304.9,133.39999999999998,334.6,Every,gallery,in Venice,seemed high-end.
5,51,70,fill,608.6,150.10000000000002,352.2,451.29999999999995,I ate at,the poshest,restaurant,in Helsinki.
5,52,80,fill,378.3,155,327.5,560.1,I got to enjoy,the tastiest,curry,in Bogotá.
5,53,61,fill,349.2,148.29999999999998,349.6,432.90000000000003,I climbed,the tallest,building,in New York.
5,54,51,exp,401.4,168.8,346.1,388,Every,brewery,in the brochure,looked exclusive.
5,55,41,exp,350.3,160.5,276.7,333.2,Every,waterfall,looked gorgeous,in the brochure.
5,56,92,fill,381.5,160.6,266.1,374.40000000000003,I bathed in,the cleanest,sea,in France.
5,57,54,exp,315.59999999999997,160.70000000000002,303.8,352.3,Every,walk,seemed easy,in Barcelona.
5,58,22,exp,427.9,217.70000000000002,183,377.7,Every,cottage,seemed charming,in Durham.
5,59,11,exp,312.40000000000003,147.2,143.3,310.8,Every,village,in the brochure,looked quaint.
5,60,86,fill,330.1,150.10000000000002,167.6,349.3,I walked across,the most famous,bridge,in Lisbon.
5,61,56,exp,372.40000000000003,182.10000000000002,134,316.8,Every,statue,in New York,seemed famous.
5,62,60,exp,355.5,144.8,127.90000000000002,346.2,Every,neighbourhood,in Tokyo,seemed bustling.
5,63,48,exp,333.1,150,151.29999999999998,377.3,Every,castle,in Istanbul,seemed well-maintained.
5,64,39,exp,387,159.70000000000002,225.5,365.4,Every,lake,on the app,looked pristine.
5,65,46,exp,332.9,143.8,150,305.3,Every,theatre,seemed historic,in Berlin.
5,66,21,exp,456.1,311.59999999999997,142.7,313.8,Every,building,looked unique,in the brochure.
5,67,30,exp,308.5,150.10000000000002,156,327.7,Every,square,seemed busy,in Florence.
5,68,102,fill,304.5,160.89999999999998,410.8,368.4,I got to taste,the most authentic,gelato,in Canada.
5,69,116,fill,281.4,137.7,364.9,397.9,I was lucky enough to try,the finest,wine,in Portugal.
5,70,65,fill,347.4,149,182.4,351.3,I'd booked in at,the oldest,B&B,in York.
5,71,57,exp,353.6,164.6,143.5,318.90000000000003,Every,farm,looked eco-friendly,on the website.
5,72,119,fill,301.4,153.2,327.1,465.4,I got to enjoy,the most remote,hot spring,in Hungary.
5,73,107,fill,331.9,134.20000000000002,177.2,432.8,I enjoyed,the cheapest,vegan food,in India.
5,74,2,exp,387,316.7,153,265.7,Every,hostel,seemed quirky,in London.
5,75,10,exp,299.8,154.6,156.9,333.5,Every,canal,seemed lovely,in Gloucester.
5,76,6,exp,333,129,182.60000000000002,332,Every,monument,seemed interesting,in Edinburgh.
5,77,103,fill,298.3,150.10000000000002,135,326,I bought,the most fashionable,jacket,in Russia.
5,78,34,exp,327.90000000000003,150,154.29999999999998,293.9,Every,excursion,seemed unique,in Bucharest.
5,79,114,fill,347.2,165.5,166.4,360.5,I bought food from,the oldest,market,Morocco.
5,80,14,exp,316.5,133.39999999999998,146.6,284.5,Every,tour,seemed relaxing,in Budapest.
5,81,106,fill,332,182.29999999999998,415.3,318.6,I did,the most difficult,trek,in Brazil.
5,82,43,exp,344.4,178.7,99.1,334.7,Every,delicacy,in the vlog,looked tasty.
5,83,109,fill,326.6,151.60000000000002,166.2,314.5,I went on,the most scenic,boat trip,in Greece.
5,84,72,fill,316.2,177.5,242.79999999999998,430.09999999999997,I tried,the spiciest,noodles you can find,in Vancouver.
5,85,69,fill,342.2,193,281,378.09999999999997,I was able to take photos of,the rarest,bird,in Aberdeen.
5,86,112,fill,254.6,160.20000000000002,160.70000000000002,332.9,I ate,the best,sushi,in Japan.
5,87,81,fill,312.09999999999997,163.8,181,310.90000000000003,I visited,the most ancient,temple,in Bangkok.
5,88,42,exp,438.7,171,160.20000000000002,328.40000000000003,Every,barge,seemed spacious,in Krakow.
5,89,44,exp,334.6,166.4,170.4,331.6,Every,sight,in Cairo,seemed picture-perfect.
5,90,26,exp,283.9,160.8,184.2,217.9,Every,bar,seemed lively,in Prague.
5,91,99,fill,282.7,127.5,377.09999999999997,378.3,I got to look around,the most well-established,museum,in Scotland.
5,92,9,exp,400.5,168.1,145.6,332.5,Every,view,looked breathtaking,on the app.
5,93,59,exp,297.20000000000005,144,161.5,303.09999999999997,Every,trek,on the app,looked challenging.
5,94,100,fill,196.1,160,118,320.90000000000003,I arrived during,the best,time for skiing,in Finland.
5,95,49,exp,387.6,166.3,182.10000000000002,253.5,Every,fountain,looked impressive,on the app.
5,96,117,fill,319.29999999999995,162.3,143.6,317,I went to a gig by,the most famous,band,in Ireland.
5,97,7,exp,364.70000000000005,159.89999999999998,144.1,177.4,Every,museum,on the website,looked cool.
5,98,88,fill,246.2,140.2,182.10000000000002,462.5,I got to stay in,the least well-known,area,in Swansea.
5,99,93,fill,316.40000000000003,166.7,344,325.90000000000003,I took,the highest,helicopter ride,in Italy.
5,100,3,exp,446.7,183,209.3,463.9,Every,restaurant,in the vlog,looked fancy.
5,101,31,exp,320.40000000000003,182.79999999999998,166,366.20000000000005,Every,bridge,in the brochure,looked amazing.
5,102,82,fill,348.7,153.70000000000002,205.3,380.3,I swam in,the largest,swimming pool,in Tokyo.
5,103,84,fill,533,215,382.5,519,I stayed at,the cleanest,hostel,in Marrakesh.
5,104,105,fill,334,168.5,227.3,351.9,I went down,the fastest,waterslide,in Sweden.
5,105,17,exp,295.70000000000005,171.6,188.6,365.4,Every,guesthouse,looked old-fashioned,on the website.
5,106,29,exp,339.6,182,165.6,344.6,Every,shop,looked trendy,on the app.
5,107,64,fill,311.5,155.29999999999998,197.1,388.6,I stayed at,the most luxurious,hotel,in Berlin.
5,108,104,fill,252.8,170.1,204.1,366.4,I got a room at,the fanciest,boutique hotel,in Australia.
5,109,87,fill,281.7,166.8,150.4,312.3,I sailed down,the widest,river,in Dublin.
5,110,66,fill,371.09999999999997,180.9,349.4,393.1,I got to see,the greenest,park,in Brussels.
5,111,120,fill,360.59999999999997,161.70000000000002,138.1,389,I took,the most indirect,train journey,in South Africa.
5,112,62,fill,377.59999999999997,162,171.3,451.90000000000003,I experienced,the hottest,day on record,in Bordeaux.
5,113,15,exp,328.2,162.39999999999998,170.8,332.7,Every,town,in the blog,looked pretty.
5,114,75,fill,313.90000000000003,160.39999999999998,160.6,414.8,I rented,the priciest,car available,in Stockholm.
5,115,47,exp,400.1,177.7,152.7,299.09999999999997,Every,chalet,on the website,looked pleasant.
5,116,68,fill,334,167.4,168,313.90000000000003,I rode,the fastest,train,in Rotterdam.
5,117,13,exp,359.59999999999997,160.70000000000002,150.60000000000002,329.2,Every,campsite,looked picturesque,in the vlog.
5,118,58,exp,366.09999999999997,166.4,165.6,360.4,Every,bistro,seemed popular,in Leeds.
5,119,74,fill,361.4,170.9,203.5,348.2,I tasted,the most unique,beer,in Melbourne.
5,120,40,exp,331.4,160.8,179.10000000000002,344.8,Every,garden,in Zagreb,seemed colourful.
35,1,77,fill,548.9000000000001,366.70000000000005,371,398.2,I sunbathed,the longest,beach,in Mumbai.
35,2,100,fill,402.1,340.2,420.59999999999997,385.40000000000003,I arrived during,the best,time for skiing,in Finland.
35,3,93,fill,350.5,316.2,266.40000000000003,271.5,I took,the highest,helicopter ride,in Italy.
35,4,111,fill,400.2,311.90000000000003,301.70000000000005,300.8,I got to experience,the most vibrant,nightlife,in Thailand.
35,5,67,fill,564.5,332.9,331.6,351.7,I saw,the best views,views,in Vienna.
35,6,109,fill,2984,334.7,410.4,401.1,I went on,the most scenic,boat trip,in Greece.
35,7,27,exp,402.4,256.7,253,300.70000000000005,Every,cabin,looked peaceful,on the website.
35,8,57,exp,551.2,218.4,217.29999999999998,237,Every,farm,on the website,looked eco-friendly.
35,9,92,fill,366.09999999999997,283.8,268.8,317.7,I bathed in,the cleanest,sea,in France.
35,10,11,exp,611.6,333.2,216.79999999999998,317.59999999999997,Every,village,looked quaint,in the brochure.
35,11,17,exp,518.7,222.8,215.5,216.1,Every,guesthouse,on the website,looked old-fashioned.
35,12,37,exp,581.6,333.1,274.8,335.7,Every,villa,on the website,looked stunning.
35,13,68,fill,498.09999999999997,299.70000000000005,401,366.9,I rode,the fastest,train,in Rotterdam.
35,14,40,exp,388.7,308.59999999999997,283,301.5,Every,garden,seemed colourful,in Zagreb.
35,15,14,exp,1437,247.20000000000002,256.79999999999995,249.70000000000002,Every,tour,in Budapest,seemed relaxing.
35,16,81,fill,344.1,286.8,306.4,333.1,I visited,the most ancient,temple,in Bangkok.
35,17,117,fill,450.90000000000003,468.2,317.40000000000003,309.3,I went to a gig by,the most famous,band,in Ireland.
35,18,102,fill,334.4,408.6,331.8,309.3,I got to taste,the most authentic,gelato,in Canada.
35,19,46,exp,366.3,300,285.3,300,Every,theatre,in Berlin,seemed historic.
35,20,90,fill,433,284.2,266.6,268.7,I ate,the nicest,cheese,in Johannesburgh.
35,21,42,exp,373.3,319.29999999999995,233,216.9,Every,barge,in Krakow,seemed spacious.
35,22,47,exp,415.9,240.9,233.9,252.2,Every,chalet,looked pleasant,on the website.
35,23,114,fill,484.3,323.6,266.90000000000003,301.59999999999997,I bought food from,the oldest,market,Morocco.
35,24,7,exp,761.9,305.9,284.5,333,Every,museum,looked cool,on the website.
35,25,51,exp,453,355,249.70000000000002,234.6,Every,brewery,looked exclusive,in the brochure.
35,26,32,exp,385.1,231.1,217,236.3,Every,apartment,seemed wonderful,in Madrid.
35,27,73,fill,464.6,367.59999999999997,305.8,350.2,I got to experience,the heaviest,snow to ever fall,in Moscow.
35,28,78,fill,385,482.09999999999997,353.3,356,I drank from,the most well-known,fountain,in Bern.
35,29,107,fill,417.8,284.2,303.4,371.90000000000003,I enjoyed,the cheapest,vegan food,in India.
35,30,63,fill,317.5,249,270.6,353.2,I ate,the most expensive,pizza,in Rome.
35,31,53,exp,347,270,277.9,281,Every,rollercoaster,in the vlog,looked thrilling.
35,32,119,fill,368.70000000000005,335.4,318.09999999999997,320.7,I got to enjoy,the most remote,hot spring,in Hungary.
35,33,38,exp,658,268,257.5,325.79999999999995,Every,pub,in Perth,seemed cosy.
35,34,66,fill,348.2,275.2,319.2,334.2,I got to see,the greenest,park,in Brussels.
35,35,58,exp,510.90000000000003,281.7,201.5,261.40000000000003,Every,bistro,in Leeds,seemed popular.
35,36,83,fill,365.70000000000005,231.1,235.4,251.7,I rode,the biggest,rollercoaster,in Malaga.
35,37,15,exp,1231.7,234.1,183.4,218.29999999999998,Every,town,looked pretty,in the blog.
35,38,79,fill,931.2,218,214.9,203.7,I tried,the best,ice-cream,in Athens.
35,39,49,exp,585.4,268.9,239.7,284.2,Every,fountain,on the app,looked impressive.
35,40,2,exp,375.09999999999997,303.20000000000005,268.6,320.40000000000003,Every,hostel,in London,seemed quirky.
35,41,55,exp,391.29999999999995,240.6,225.20000000000002,267.90000000000003,Every,forest,looked sprawling,in the blog.
35,42,71,fill,366.59999999999997,238.4,252.1,323.1,I was staying in,the most modern,appartment block,in Shanghai.
35,43,5,exp,702.4,315.3,291.1,301.20000000000005,Every,market,in the blog,looked exciting.
35,44,105,fill,318.3,235.1,251.2,266.7,I went down,the fastest,waterslide,in Sweden.
35,45,87,fill,385.90000000000003,296.5,317.40000000000003,317.3,I sailed down,the widest,river,in Dublin.
35,46,39,exp,382.79999999999995,216.29999999999998,234.9,282.3,Every,lake,looked pristine,on the app.
35,47,72,fill,416.9,221.89999999999998,216.9,284.1,I tried,the spiciest,noodles you can find,in Vancouver.
35,48,1,exp,340.7,270.6,217.29999999999998,200.1,Every,beach,in the brochure,looked beautiful.
35,49,84,fill,296.3,266.40000000000003,267,235.3,I stayed at,the cleanest,hostel,in Marrakesh.
35,50,6,exp,384.90000000000003,219.6,201,182.5,Every,monument,in Edinburgh,seemed interesting.
35,51,8,exp,281.4,335.5,249.6,200.6,Every,hotel,seemed luxurious,in Rome.
35,52,34,exp,702.8,249.29999999999998,183.79999999999998,224.20000000000002,Every,excursion,in Bucharest,seemed unique.
35,53,3,exp,404,233.2,266.90000000000003,267.1,Every,restaurant,looked fancy,in the vlog.
35,54,95,fill,362.59999999999997,199.4,217.5,201.3,I went to,the very first,pub,in England.
35,55,99,fill,355.6,279.1,285,302,I got to look around,the most well-established,museum,in Scotland.
35,56,62,fill,300.20000000000005,197,218.79999999999998,218.4,I experienced,the hottest,day on record,in Bordeaux.
35,57,110,fill,400.6,368,419.09999999999997,401.5,I got to see,the most romantic,sunsets,in Colombia.
35,58,26,exp,454.90000000000003,238.4,260.2,232.8,Every,bar,in Prague,seemed lively.
35,59,70,fill,285.2,304.8,257.1,253.8,I ate at,the poshest,restaurant,in Helsinki.
35,60,76,fill,318.5,269.1,249.6,269.3,I visited,the smallest,coffee shop,in São Paulo.
35,61,101,fill,459.2,238.7,250.7,339.7,I took a boat trip on,the deepest,lake,in China.
35,62,65,fill,266.2,267.5,237.7,287.3,I'd booked in at,the oldest,B&B,in York.
35,63,88,fill,250.7,235.7,234.1,250.3,I got to stay in,the least well-known,area,in Swansea.
35,64,106,fill,388.1,232.2,233.5,202.4,I did,the most difficult,trek,in Brazil.
35,65,94,fill,269.6,236.7,234.5,269.1,I paraglided over,the most beautiful,spot,in Germany.
35,66,33,exp,369.7,251.4,267.7,310.7,Every,zoo,in the vlog,looked responsible.
35,67,80,fill,373.3,283.1,234.5,345.8,I got to enjoy,the tastiest,curry,in Bogotá.
35,68,103,fill,231.1,266.2,226.5,301.5,I bought,the most fashionable,jacket,in Russia.
35,69,44,exp,331.3,197.8,221.89999999999998,269.3,Every,sight,seemed picture-perfect,in Cairo.
35,70,59,exp,355,235,286.5,314.59999999999997,Every,trek,looked challenging,on the app.
35,71,9,exp,353.8,283.8,216.5,266.29999999999995,Every,view,on the app,looked breathtaking.
35,72,45,exp,353.6,282.4,259.6,237.2,Every,lighthouse,in the blog,looked magnificent.
35,73,16,exp,273.7,256.5,301.8,682.5,Every,gallery,seemed high-end,in Venice.
35,74,115,fill,301.4,235.4,224,251.1,I got to see,the biggest,Mosque minaret,in Turkey.
35,75,60,exp,381,250.6,235.1,233,Every,neighbourhood,seemed bustling,in Tokyo.
35,76,22,exp,324.90000000000003,320.29999999999995,223,247,Every,cottage,in Durham,seemed charming.
35,77,116,fill,447.90000000000003,252.3,268.7,252.2,I was lucky enough to try,the finest,wine,in Portugal.
35,78,43,exp,354.3,260,206.8,173.8,Every,delicacy,looked tasty,in the vlog.
35,79,89,fill,359.59999999999997,263.90000000000003,252.9,317.09999999999997,I had,the finest,seafood,in Budapest.
35,80,52,exp,293.1,207.4,173.7,209.9,Every,lodge,seemed inexpensive,in Bangkok.
35,81,36,exp,367.70000000000005,298.5,222.1,301.4,Every,place,seemed awesome,in Los Angeles.
35,82,25,exp,335.8,265.7,206.4,250.2,Every,river,in the blog,looked soothing.
35,83,112,fill,284.9,217.6,233.4,235.7,I ate,the best,sushi,in Japan.
35,84,50,exp,234.1,215.4,233.3,220.20000000000002,Every,temple,in Sydney,seemed fantastic.
35,85,75,fill,232.9,227.5,249,347.8,I rented,the priciest,car available,in Stockholm.
35,86,31,exp,204,283.3,216.79999999999998,206.1,Every,bridge,looked amazing,in the brochure.
35,87,56,exp,291.2,243.7,235.4,200.3,Every,statue,seemed famous,in New York.
35,88,98,fill,280.7,224.6,241.60000000000002,222.8,I was staying near,the oldest,university,in The Netherlands.
35,89,104,fill,184.9,218.20000000000002,185.29999999999998,200,I got a room at,the fanciest,boutique hotel,in Australia.
35,90,69,fill,316.90000000000003,242.29999999999998,242.60000000000002,219.1,I was able to take photos of,the rarest,bird,in Aberdeen.
35,91,24,exp,315.7,199.5,201.8,200.9,Every,getaway,seemed romantic,in Amsterdam.
35,92,28,exp,234.3,216.29999999999998,218.20000000000002,354.2,Every,eatery,seemed funky,in Warsaw.
35,93,97,fill,184.5,225.89999999999998,200.9,224.1,I visited,the most historical,monument,in Austria.
35,94,118,fill,219.1,198.9,218.6,247.9,I walked along,the straightest,canal path,in Wales.
35,95,10,exp,310.40000000000003,250.7,216,235,Every,canal,in Gloucester,seemed lovely.
35,96,29,exp,418.5,249.4,252.3,254.7,Every,shop,on the app,looked trendy.
35,97,48,exp,328.5,247.70000000000002,199.2,216.9,Every,castle,seemed well-maintained,in Istanbul.
35,98,4,exp,200,198,159,217.1,Every,park,seemed nice,in Newcastle.
35,99,85,fill,282.4,217.79999999999998,205,219,I went up,the newest,skyscraper,in Istanbul.
35,100,30,exp,322.29999999999995,287.2,280.2,375.40000000000003,Every,square,in Florence,seemed busy.
35,101,20,exp,244.4,229.4,207.5,189.5,Every,church,seemed ornate,in Belfast.
35,102,41,exp,268.7,212.2,190,216.9,Every,waterfall,in the brochure,looked gorgeous.
35,103,113,fill,255.9,234.1,203.2,239.4,I got to explore,the most convoluted,caves,in Spain.
35,104,19,exp,282.3,225.8,234.3,319.7,Every,hike,looked scenic,on the app.
35,105,13,exp,299.8,185.4,205.5,244.2,Every,campsite,in the vlog,looked picturesque.
35,106,12,exp,286.3,243.29999999999998,202.3,234.6,Every,B&B,seemed cheap,in Cardiff.
35,107,54,exp,350.7,216.6,189.5,233.3,Every,walk,in Barcelona,seemed easy.
35,108,86,fill,306.59999999999997,183.9,236.6,233.1,I walked across,the most famous,bridge,in Lisbon.
35,109,35,exp,354.6,300.4,233,207.9,Every,palace,looked opulent,in the blog.
35,110,64,fill,342.1,272.6,201,250.3,I stayed at,the most luxurious,hotel,in Berlin.
35,111,21,exp,548.1,274.8,219.9,208.7,Every,building,in the brochure,looked unique.
35,112,96,fill,703,284.8,235.4,250.7,I drank at,the trendiest,bar,in Belgium.
35,113,23,exp,181.5,219.9,192.3,234.2,Every,cruise,looked idyllic,in the vlog.
35,114,108,fill,355.9,337.9,321.29999999999995,401.7,I ordered,the most alcoholic,cocktail,in Switzerland.
35,115,61,fill,379,287.5,300.59999999999997,332.4,I climbed,the tallest,building,in New York.
35,116,74,fill,315.2,248.6,234.3,283.6,I tasted,the most unique,beer,in Melbourne.
